steps,w1,w2,w3,w4,second,last
243,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
244,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
245,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
246,8.482427935503093,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.031990539706484
247,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
248,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
249,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
250,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
251,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
252,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
253,9.430076942728533,9.658585822546538,8.938400895282756,9.590646368107915,9.848480014493164,17.505815043319203
254,9.430076942728533,10.417438053717335,8.938400895282756,9.590646368107915,9.848480014493164,17.885241158904602
255,9.430076942728533,10.417438053717335,8.938400895282756,9.590646368107915,9.848480014493164,17.885241158904602
256,9.430076942728533,10.417438053717335,8.938400895282756,9.590646368107915,9.848480014493164,17.885241158904602
257,9.430076942728533,10.417438053717335,8.938400895282756,9.590646368107915,9.848480014493164,17.885241158904602
258,9.430076942728533,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.290053099597547
259,9.430076942728533,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.290053099597547
260,9.430076942728533,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.290053099597547
261,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
262,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
263,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
264,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
265,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
266,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
267,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
268,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
269,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
270,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
271,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
272,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
273,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
274,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
275,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
276,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
277,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
278,10.31148627937821,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,18.730757767922384
279,11.059802806193785,10.417438053717335,8.938400895282756,10.400270249493806,9.848480014493164,19.10491603133017
280,11.059802806193785,10.417438053717335,8.938400895282756,10.400270249493806,9.824450858454588,19.056857719253017
281,11.059802806193785,10.417438053717335,8.938400895282756,10.400270249493806,9.800481775306107,19.008919552956055
